,Giá,Diện tích,Mặt tiền,Số tầng,Số phòng,Số toilet,Không,Đầy đủ,Cơ bản
7959,760.0,40.0,4,1,2,2,0,0,1
7960,14.3,52.0,1,1,1,1,1,0,0
7961,14.3,52.0,1,1,1,1,1,0,0
7962,14.3,52.0,1,1,1,1,1,0,0
7963,14.3,52.0,1,1,1,1,1,0,0
7964,14.3,52.0,1,1,1,1,1,0,0
7965,13.0,56.0,1,1,1,1,1,0,0
7966,13.0,56.0,1,1,1,1,1,0,0
7967,13.0,56.0,1,1,1,1,1,0,0
7968,13.0,56.0,1,1,1,1,1,0,0
7969,13.0,56.0,1,1,1,1,1,0,0
7970,13.0,56.0,1,1,1,1,1,0,0
7971,7.9,40.5,1,1,1,1,1,0,0
7972,7.9,40.5,1,1,1,1,1,0,0
7973,7.9,40.5,1,1,1,1,1,0,0
7974,10.5,40.0,1,1,1,1,1,0,0
7975,10.5,40.0,1,1,1,1,1,0,0
7976,10.5,40.0,1,1,1,1,1,0,0
7977,10.5,40.0,1,1,1,1,1,0,0
7978,10.5,40.0,1,1,1,1,1,0,0
7979,10.5,40.0,1,1,1,1,1,0,0
7980,10.5,40.0,1,1,1,1,1,0,0
7981,10.5,40.0,1,1,1,1,1,0,0
7982,10.5,40.0,1,1,1,1,1,0,0
7983,7.3,39.6,1,1,1,1,1,0,0
7984,7.3,39.6,1,1,1,1,1,0,0
7985,7.9,40.5,1,1,1,1,1,0,0
7986,15.6,35.0,1,1,1,1,1,0,0
7987,11.0,56.0,1,1,1,1,1,0,0
7988,11.0,56.0,1,1,1,1,1,0,0
7989,11.0,56.0,1,1,1,1,1,0,0
7990,11.0,56.0,1,1,1,1,1,0,0
7991,11.0,56.0,1,1,1,1,1,0,0
7992,11.0,56.0,1,1,1,1,1,0,0
7993,11.9,64.0,1,1,1,1,1,0,0
7994,11.9,64.0,1,1,1,1,1,0,0
7995,20.0,144.0,8,1,3,3,1,0,0
7996,5.4,47.0,4,4,4,3,1,0,0
7997,10.1,62.0,5,3,4,3,1,0,0
7998,10.0,85.0,5,4,4,6,1,0,0
7999,4.1,58.0,4,2,2,2,1,0,0
8000,4.65,40.0,1,2,3,1,1,0,0
8001,4.4,97.0,1,1,3,1,1,0,0
8002,3.0,101.02365867867587,1,1,1,1,1,0,0
8003,4.5,60.0,5,1,1,1,1,0,0
8004,15.39921028024911,101.02365867867587,1,1,1,1,1,0,0
8005,15.39921028024911,101.02365867867587,1,1,1,1,1,0,0
8006,20.0,60.0,4,5,4,5,0,0,1
8007,7.9,107.0,5,1,1,1,1,0,0
8008,290.0,236.0,13,10,60,62,0,0,1
8009,9.3,60.0,1,4,7,8,0,0,1
8010,95.0,440.0,18,1,5,5,0,0,1
8011,900.0,400.0,1,1,1,1,1,0,0
8012,3.8,40.0,4,3,3,2,1,0,0
8013,3.6,41.0,4,4,3,4,1,0,0
8014,10.2,90.0,5,3,4,4,1,0,0
8015,3.6,41.0,4,4,3,4,1,0,0
8016,91.0,630.0,18,2,5,6,1,0,0
8017,27.0,160.0,8,3,5,5,1,0,0
8018,4.3,47.0,5,2,2,2,1,0,0
8019,2.8,24.0,4,2,2,2,1,0,0
8020,3.4,40.0,6,2,2,2,1,0,0
8021,5.4,58.0,4,2,2,3,1,0,0
8022,1.8,68.0,1,1,2,2,1,0,0
8023,2.5,52.0,15,1,2,2,0,0,1
8024,1.3,48.0,1,1,2,2,1,0,0
8025,4.5,48.0,4,4,3,4,1,0,0
8026,14.0,142.0,30,1,3,1,1,0,0
8027,5.3,31.0,30,3,4,3,1,0,0
8028,4.5,48.0,4,4,3,4,1,0,0
8029,4.0,29.0,30,2,2,1,1,0,0
8030,6.1,63.0,4,1,1,1,1,0,0
8031,24.9,159.0,7,3,4,4,1,0,0
8032,3.9,40.0,4,4,4,2,1,0,0
8033,8.1,93.0,5,3,4,5,1,0,0
8034,7.4,67.0,4,3,5,4,0,1,0
8035,4.18,60.0,4,2,4,3,1,0,0
8036,1.2,80.0,5,1,3,2,0,1,0
8037,4.7,56.0,4,3,4,5,1,0,0
8038,1.9,60.0,1,1,1,1,1,0,0
8039,6.3,53.0,5,3,4,5,1,0,0
8040,9.3,53.0,1,1,6,6,1,0,0
8041,7.9,74.0,4,3,3,3,1,0,0
8042,5.6,77.0,5,3,4,3,1,0,0
8043,5.5,75.0,5,3,4,4,1,0,0
8044,7.8,76.0,4,3,4,4,1,0,0
8045,7.8,50.0,5,5,6,6,1,0,0
8046,8.7,44.0,4,4,4,4,1,0,0
8047,5.2,57.0,4,3,4,3,1,0,0
8048,5.0,42.0,4,5,5,3,1,0,0
8049,8.4,100.0,10,2,3,3,1,0,0
8050,2.9,20.0,7,1,1,1,1,0,0
8051,8.7,33.0,3,3,4,4,1,0,0
8052,2.7,90.0,1,1,3,2,1,0,0
8053,2.2,48.0,1,1,1,1,1,0,0
8054,23.0,90.0,1,1,1,1,1,0,0
8055,10.3,60.0,1,1,1,1,1,0,0
8056,28.0,100.0,1,1,1,1,1,0,0
8057,18.5,146.2,1,1,1,1,1,0,0
8058,12.3,69.72,1,1,1,1,1,0,0
8059,9.6,39.2,1,1,1,1,1,0,0
8060,8.75,59.0,1,1,1,1,1,0,0
8061,21.3,100.0,5,6,5,4,1,0,0
8062,11.0,77.0,1,1,1,1,1,0,0
8063,9.5,76.0,4,1,1,1,1,0,0
8064,3.7,70.0,4,3,3,2,1,0,0
8065,3.0,50.0,5,1,1,1,1,0,0
8066,10.5,47.0,1,1,1,1,1,0,0
8067,21.5,76.0,5,6,5,4,1,0,0
8068,1.68,21.0,4,1,1,1,1,0,0
8069,10.5,60.0,1,1,1,1,1,0,0
8070,9.5,1.0,4,1,1,1,1,0,0
8071,9.0,53.3,1,1,1,1,1,0,0
8072,9.5,80.0,4,1,1,1,1,0,0
8073,5.5,42.0,1,1,1,1,1,0,0
8074,9.5,1.0,4,1,1,1,1,0,0
8075,12.3,105.0,4,1,3,3,1,0,0
8076,9.3,1.0,5,1,1,1,1,0,0
8077,6.2,42.0,1,1,1,1,1,0,0
8078,9.7,52.0,4,1,1,1,1,0,0
8079,10.3,60.0,1,1,1,1,1,0,0
8080,6.8,68.0,4,1,1,1,1,0,0
8081,12.3,105.0,4,1,3,3,1,0,0
8082,10.7,46.4,1,1,1,1,1,0,0
8083,3.0,282.0,1,1,1,1,1,0,0
8084,14.0,42.0,1,1,1,1,1,0,0
8085,9.4,27.0,1,1,1,1,1,0,0
8086,5.0,58.0,4,2,3,3,1,0,0
8087,12.0,24.8,1,1,1,1,1,0,0
8088,5.0,37.3,1,1,1,1,1,0,0
8089,8.9,34.0,1,1,1,1,1,0,0
8090,4.7,66.0,5,3,3,1,1,0,0
8091,1.75,30.0,3,2,2,1,1,0,0
8092,9.8,60.0,1,1,1,1,1,0,0
8093,10.8,70.0,1,1,1,1,1,0,0
8094,2.4,79.0,7,2,2,2,1,0,0
8095,10.8,70.0,1,1,1,1,1,0,0
8096,180.0,320.0,1,1,1,1,1,0,0
8097,8.0,88.0,4,5,5,5,1,0,0
8098,12.5,55.5,1,1,1,1,1,0,0
8099,26.5,64.0,1,1,1,1,1,0,0
8100,1.79,18.0,4,2,2,1,1,0,0
8101,11.5,55.0,1,1,1,1,1,0,0
8102,5.2,60.0,4,3,3,4,1,0,0
8103,8.5,78.0,1,2,3,3,1,0,0
8104,2.15,19.0,4,2,1,1,1,0,0
8105,2.8,52.0,5,2,3,1,1,0,0
8106,1.85,28.0,4,1,2,2,1,0,0
8107,5.5,60.0,4,2,4,5,1,0,0
8108,3.55,52.0,5,1,2,2,1,0,0
8109,4.25,60.0,4,2,4,5,1,0,0
8110,3.15,32.0,3,2,2,1,1,0,0
8111,5.5,50.0,5,3,3,3,1,0,0
8112,2.25,20.0,3,2,2,1,1,0,0
8113,5.3,41.0,1,1,1,1,1,0,0
8114,20.0,144.0,8,1,3,3,1,0,0
8115,3.1,32.0,5,2,1,2,1,0,0
8116,6.2,60.0,4,3,4,4,1,0,0
8117,4.3,45.0,4,4,4,2,1,0,0
8118,10.6,33.0,3,3,3,3,1,0,0
8119,8.4,100.0,10,2,3,3,1,0,0
8120,1.97,23.0,4,2,2,1,1,0,0
8121,8.4,90.0,10,2,3,3,1,0,0
8122,4.3,72.0,6,1,2,2,1,0,0
8123,4.1,103.0,6,2,4,2,1,0,0
8124,25.5,122.0,4,8,20,20,1,0,0
8125,19.5,130.0,5,4,10,10,1,0,0
8126,1.75,30.0,3,2,2,1,1,0,0
8127,6.0,80.0,4,1,7,1,1,0,0
8128,290.0,53.0,7,1,2,1,1,0,0
8129,1.43,30.0,3,1,2,2,1,0,0
8130,5.0,300.0,16,4,6,7,0,0,1
8131,87.6,80.0,4,1,1,1,1,0,0
8132,87.6,80.0,4,1,1,1,1,0,0
8133,110.0,64.0,4,1,1,1,1,0,0
8134,4.8,280.0,16,3,5,6,0,0,1
8135,6.5,88.0,4,1,7,2,1,0,0
8136,8.0,240.0,4,1,1,1,1,0,0
8137,9.6,84.6,1,1,1,1,1,0,0
8138,10.0,36.0,1,1,1,1,1,0,0
8139,10.0,36.0,1,1,1,1,1,0,0
8140,1.63,72.0,1,1,3,2,0,0,1
8141,10.0,36.0,1,1,1,1,1,0,0
8142,10.0,36.0,1,1,1,1,1,0,0
8143,10.0,36.0,1,1,1,1,1,0,0
8144,6.3,60.0,1,2,2,2,1,0,0
8145,8.5,78.0,1,2,3,3,1,0,0
8146,6.5,60.0,1,2,3,3,1,0,0
8147,10.0,36.0,1,1,1,1,1,0,0
8148,10.0,36.0,1,1,1,1,1,0,0
8149,15.39921028024911,101.02365867867587,1,1,1,1,1,0,0
8150,4.4,97.0,1,1,3,1,1,0,0
8151,11.8,70.4,1,1,1,1,1,0,0
8152,14.5,132.5,1,1,1,1,1,0,0
8153,8.5,60.0,4,4,5,5,1,0,0
8154,9.2,60.0,1,1,1,1,1,0,0
8155,3.7,32.0,4,3,3,2,1,0,0
8156,3.35,29.0,3,2,3,2,1,0,0
8157,48.8,34.0,4,1,1,1,1,0,0
8158,1.75,18.0,3,2,2,2,1,0,0
8159,48.8,34.0,4,1,1,1,1,0,0
8160,2.39,30.0,3,2,4,3,1,0,0
8161,1.89,24.0,3,2,4,3,1,0,0
8162,5.95,145.0,7,1,3,3,1,0,0
8163,11.2,64.0,1,1,1,1,1,0,0
8164,1.95,28.0,4,2,3,3,1,0,0
8165,1.7,60.0,1,1,2,1,1,0,0
8166,7.0,51.0,20,2,3,2,1,0,0
8167,26.386179745334257,70.0,1,1,1,1,1,0,0
8168,6.5,58.0,4,2,2,3,1,0,0
8169,19.8,132.0,1,1,1,1,1,0,0
8170,4.4,100.0,1,1,3,1,1,0,0
8171,6.8,68.0,4,1,1,1,1,0,0
8172,8.6,55.0,20,4,5,5,1,0,0
8173,29.5,96.0,1,1,1,1,1,0,0
8174,14.0,100.0,1,1,1,1,1,0,0
8175,7.9,80.0,4,1,1,1,1,0,0
8176,13.5,77.0,1,1,1,1,1,0,0
8177,5.2,55.0,1,2,1,1,0,1,0
8178,10.5,1.0,4,1,1,1,1,0,0
8179,12.5,78.0,1,1,1,1,1,0,0
8180,15.0,52.0,1,1,1,1,1,0,0
8181,14.0,37.4,1,1,1,1,1,0,0
8182,14.0,50.4,1,1,1,1,1,0,0
8183,6.7,48.0,1,3,4,3,1,0,0
8184,12.5,65.0,1,1,1,1,1,0,0
8185,15.4,85.05,1,1,1,1,1,0,0
8186,13.5,100.0,5,3,4,2,1,0,0
8187,7.2,75.0,5,1,1,1,1,0,0
8188,1.35,80.0,6,1,2,2,0,1,0
8189,4.9,48.0,4,3,2,2,1,0,0
8190,14.4,55.0,4,1,1,1,1,0,0
8191,11.9,100.0,4,2,3,3,1,0,0
8192,8.3,72.0,4,4,6,6,1,0,0
8193,5.2,36.0,4,4,3,4,1,0,0
8194,5.2,36.0,4,4,3,4,1,0,0
8195,3.5,35.0,5,3,5,4,1,0,0
8196,1.32,17.0,3,2,3,3,1,0,0
8197,3.0,44.0,3,1,2,2,1,0,0
8198,7.5,106.0,7,2,4,2,1,0,0
8199,16.0,108.0,1,1,1,1,1,0,0
8200,17.5,84.0,1,1,1,1,1,0,0
8201,3.8,78.0,5,1,3,2,1,0,0
8202,15.5,100.0,1,1,1,1,1,0,0
8203,1.55,27.0,4,2,2,2,1,0,0
8204,2.85,57.0,6,2,2,2,1,0,0
8205,20.0,114.0,1,1,1,1,1,0,0
8206,3.1,35.0,4,3,2,3,1,0,0
8207,2.05,27.0,3,3,4,3,1,0,0
8208,15.5,67.2,1,1,1,1,1,0,0
8209,11.5,89.0,20,2,4,4,1,0,0
8210,18.5,120.0,1,1,1,1,1,0,0
8211,4.9,279.129987588904,12,1,1,1,1,0,0
8212,7.8,50.0,30,2,2,2,1,0,0
8213,2.59,42.0,4,2,4,3,1,0,0
8214,4.7,52.0,4,2,4,5,1,0,0
8215,2.35,28.0,3,1,2,2,1,0,0
8216,7.9,38.5,1,1,1,1,1,0,0
8217,18.5,146.2,1,1,1,1,1,0,0
8218,1.75,40.0,4,2,2,1,1,0,0
8219,18.5,99.0,1,1,1,1,1,0,0
8220,5.5,63.0,1,1,1,1,1,0,0
8221,15.2,56.0,1,1,1,1,1,0,0
8222,18.5,58.0,1,1,1,1,1,0,0
8223,5.2,101.02365867867587,1,1,1,1,1,0,0
8224,4.5,62.0,1,1,1,1,1,0,0
8225,6.5,50.0,1,1,1,1,1,0,0
8226,6.7,56.0,1,5,4,4,1,0,0
8227,16.0,55.2,1,1,1,1,1,0,0
8228,16.0,56.0,1,1,1,1,1,0,0
8229,4.0,40.0,1,1,1,1,1,0,0
8230,5.1,51.640817634078616,4,2,1,1,0,1,0
8231,5.3,300.0,6,1,1,1,1,0,0
8232,18.5,56.0,1,1,1,1,1,0,0
8233,17.5,57.0,5,3,2,3,1,0,0
8234,1.8,21.0,1,3,2,2,1,0,0
8235,5.6,350.0,12,1,1,1,1,0,0
8236,9.8,65.0,1,2,4,2,1,0,0
8237,14.7,83.0,9,5,8,5,1,0,0
8238,17.2,400.0,30,1,1,1,1,0,0
8239,8.0,60.0,4,2,2,2,1,0,0
8240,11.0,56.0,4,5,5,5,1,0,0
8241,4.5,45.0,5,1,2,1,1,0,0
8242,4.8,48.0,4,2,2,2,1,0,0
8243,7.1,101.02365867867587,1,1,1,1,1,0,0
8244,10.0,70.0,7,20,3,2,1,0,0
8245,10.0,70.0,7,20,3,2,1,0,0
8246,4.5,101.02365867867587,1,1,1,1,1,0,0
8247,8.9,64.0,4,1,1,1,1,0,0
8248,7.5,1.0,4,2,1,1,1,0,0
8249,24.0,108.0,1,1,1,1,1,0,0
8250,35.0,210.0,1,1,1,1,1,0,0
8251,30.0,72.0,1,1,1,1,1,0,0
8252,33.0,93.5,1,1,1,1,1,0,0
8253,35.0,157.0,1,1,1,1,1,0,0
8254,34.0,153.6,1,1,1,1,1,0,0
8255,13.6,67.5,1,1,1,1,1,0,0
8256,52.0,180.0,1,1,1,1,1,0,0
8257,35.0,80.0,1,1,1,1,1,0,0
8258,16.8,92.0,1,1,1,1,1,0,0
8259,21.0,108.0,1,1,1,1,1,0,0
8260,15.39921028024911,101.02365867867587,1,1,1,1,1,0,0
8261,17.0,99.2,1,1,1,1,1,0,0
8262,15.0,96.0,1,1,1,1,1,0,0
8263,17.0,126.0,1,1,1,1,1,0,0
8264,16.0,80.0,1,1,1,1,1,0,0
8265,25.0,216.0,1,1,1,1,1,0,0
8266,33.0,72.0,1,1,1,1,1,0,0
8267,34.0,148.0,1,1,1,1,1,0,0
8268,19.0,82.0,1,1,1,1,1,0,0
8269,19.0,120.0,1,1,1,1,1,0,0
8270,2.35,33.0,5,2,3,1,1,0,0
8271,8.4,100.0,6,2,4,2,1,0,0
8272,7.2,81.0,4,1,1,1,1,0,0
8273,4.9,46.0,4,3,2,3,1,0,0
8274,46.0,86.0,6,1,1,1,1,0,0
8275,1.97,23.0,4,2,2,1,1,0,0
8276,13.2,40.0,1,1,1,1,1,0,0
8277,22.0,72.0,1,1,1,1,1,0,0
8278,19.0,55.9,1,1,1,1,1,0,0
8279,17.0,48.0,1,1,1,1,1,0,0
8280,22.0,89.3,1,1,1,1,1,0,0
8281,20.0,90.0,1,1,1,1,1,0,0
8282,9.0,35.2,1,1,1,1,1,0,0
8283,15.2,48.0,1,1,1,1,1,0,0
8284,11.8,60.0,1,1,1,1,1,0,0
8285,45.0,84.5,1,1,1,1,1,0,0
8286,16.0,56.0,1,1,1,1,1,0,0
8287,9.5,59.5,1,1,1,1,1,0,0
8288,6.3,38.4,1,1,1,1,1,0,0
8289,13.2,52.5,1,1,1,1,1,0,0
8290,11.5,95.0,1,1,1,1,1,0,0
8291,16.5,72.0,1,1,1,1,1,0,0
8292,16.0,48.0,1,1,1,1,1,0,0
8293,11.5,43.0,1,1,1,1,1,0,0
8294,14.0,44.0,1,1,1,1,1,0,0
8295,10.5,53.2,1,1,1,1,1,0,0
8296,20.0,90.0,1,1,1,1,1,0,0
8297,18.0,91.2,1,1,1,1,1,0,0
8298,16.0,64.0,1,1,1,1,1,0,0
8299,9.0,32.0,1,1,1,1,1,0,0
8300,15.0,60.8,1,1,1,1,1,0,0
8301,13.8,63.0,1,1,1,1,1,0,0
8302,12.9,75.2,1,1,1,1,1,0,0
8303,14.5,84.0,1,1,1,1,1,0,0
8304,13.7,54.0,1,1,1,1,1,0,0
8305,14.0,44.0,1,1,1,1,1,0,0
8306,7.2,1.0,4,1,1,1,1,0,0
8307,11.5,56.0,1,1,1,1,1,0,0
8308,16.0,40.7,1,1,1,1,1,0,0
8309,15.5,45.0,1,1,1,1,1,0,0
8310,26.5,84.0,1,1,1,1,1,0,0
8311,9.5,37.5,1,1,1,1,1,0,0
8312,9.3,46.8,1,1,1,1,1,0,0
8313,5.5,24.5,1,1,1,1,1,0,0
8314,5.9,36.75,1,1,1,1,1,0,0
8315,6.2,42.0,1,1,1,1,1,0,0
8316,24.6,64.0,1,1,1,1,1,0,0
8317,12.3,33.0,1,1,1,1,1,0,0
8318,26.6,84.0,1,1,1,1,1,0,0
8319,8.8,52.0,1,1,1,1,1,0,0
8320,10.5,36.0,1,1,1,1,1,0,0
8321,10.5,49.2,1,1,1,1,1,0,0
8322,6.5,27.0,1,1,1,1,1,0,0
8323,12.5,67.5,1,1,1,1,1,0,0
8324,11.0,36.0,1,1,1,1,1,0,0
8325,10.3,37.5,1,1,1,1,1,0,0
8326,12.5,105.0,1,1,1,1,1,0,0
8327,12.4,35.2,1,1,1,1,1,0,0
8328,26.9,84.0,1,1,1,1,1,0,0
8329,12.0,75.0,1,1,1,1,1,0,0
8330,3.25,37.0,3,2,2,1,1,0,0
8331,8.4,100.0,6,2,4,2,1,0,0
8332,8.4,100.0,6,2,4,2,1,0,0
8333,14.0,183.0,5,4,16,16,1,0,0
8334,6.5,35.0,1,1,1,1,1,0,0
8335,6.2,54.6,1,1,1,1,1,0,0
8336,20.0,55.0,1,1,1,1,1,0,0
8337,9.9,52.0,1,1,1,1,1,0,0
8338,9.0,63.9,1,1,1,1,1,0,0
8339,22.0,120.0,1,1,1,1,1,0,0
8340,6.8,51.0,1,1,1,1,1,0,0
8341,28.5,100.0,1,1,1,1,1,0,0
8342,22.0,120.0,1,1,1,1,1,0,0
8343,17.0,51.15,1,1,1,1,1,0,0
8344,6.2,54.6,1,1,1,1,1,0,0
8345,8.2,43.2,1,1,1,1,1,0,0
8346,12.0,64.0,1,1,1,1,1,0,0
8347,27.5,165.0,1,1,1,1,1,0,0
8348,17.0,150.0,1,1,1,1,1,0,0
8349,13.0,65.0,1,1,1,1,1,0,0
8350,12.0,101.02365867867587,1,1,1,1,1,0,0
8351,25.0,93.0,1,1,1,1,1,0,0
8352,12.0,95.0,1,1,1,1,1,0,0
8353,6.9,45.0,1,1,1,1,1,0,0
8354,4.5,101.02365867867587,1,1,1,1,1,0,0
8355,6.4,93.0,1,1,1,1,1,0,0
8356,4.2,101.02365867867587,1,1,1,1,1,0,0
8357,7.2,101.02365867867587,1,1,1,1,1,0,0
8358,6.9,45.0,1,1,1,1,1,0,0
8359,9.4,75.0,1,1,1,1,1,0,0
8360,9.6,95.0,1,1,1,1,1,0,0
8361,7.7,101.02365867867587,1,1,1,1,1,0,0
8362,7.0,60.0,1,1,1,1,1,0,0
8363,7.9,40.0,1,1,1,1,1,0,0
8364,5.0,101.02365867867587,1,1,1,1,1,0,0
8365,8.9,101.02365867867587,1,1,1,1,1,0,0
8366,5.7,43.0,1,1,1,1,1,0,0
8367,6.3,101.02365867867587,1,1,1,1,1,0,0
8368,6.0,101.02365867867587,1,1,1,1,1,0,0
8369,5.7,101.02365867867587,1,1,1,1,1,0,0
8370,1.97,23.0,4,2,2,1,1,0,0
8371,22.5,93.5,1,1,1,1,1,0,0
8372,5.0,54.0,4,2,1,1,0,1,0
8373,5.4,45.0,1,1,1,1,1,0,0
8374,8.7,33.0,1,1,1,1,1,0,0
8375,8.4,100.0,6,2,4,2,1,0,0
8376,14.5,66.0,1,1,1,1,1,0,0
8377,5.5,38.4,1,1,1,1,1,0,0
8378,4.3,72.0,6,1,2,2,1,0,0
8379,4.1,103.0,6,2,4,2,1,0,0
8380,12.0,70.4,1,1,1,1,1,0,0
8381,5.2,96.0,1,3,6,4,1,0,0
8382,1.75,30.0,3,2,2,1,1,0,0
8383,18.5,68.0,1,3,5,1,1,0,0
8384,5.6,32.0,1,1,1,1,1,0,0
8385,18.5,68.0,1,1,1,1,1,0,0
8386,8.4,100.0,6,2,4,2,1,0,0
8387,17.0,58.9,1,1,1,1,1,0,0
8388,17.0,56.61,1,1,1,1,1,0,0
8389,8.0,85.0,4,5,5,6,1,0,0
8390,17.0,60.0,1,1,1,1,1,0,0
8391,16.85,61.2,1,1,1,1,1,0,0
8392,5.3,50.0,5,1,2,1,1,0,0
8393,16.9,60.0,1,1,1,1,1,0,0
8394,15.39921028024911,101.02365867867587,1,1,1,1,1,0,0
8395,17.4,59.67,1,1,1,1,1,0,0
8396,17.3,58.5,1,1,1,1,1,0,0
8397,760.0,40.0,4,1,2,2,0,1,0
8398,17.2,58.9,1,1,1,1,1,0,0
8399,8.4,100.0,6,2,4,2,1,0,0
8400,17.1,56.98,1,1,1,1,1,0,0
8401,17.0,56.61,1,1,1,1,1,0,0
8402,87.6,80.0,4,1,1,1,1,0,0
8403,110.0,64.0,4,1,1,1,1,0,0
8404,110.0,64.0,4,1,1,1,1,0,0
8405,8.4,100.0,6,2,4,2,1,0,0
8406,13.0,71.0,5,1,1,1,1,0,0
8407,13.0,71.0,5,1,1,1,1,0,0
8408,6.2,67.0,1,2,3,3,1,0,0
8409,78.0,76.0,4,1,1,1,1,0,0
8410,78.0,76.0,4,1,1,1,1,0,0
8411,18.0,90.0,4,1,1,1,1,0,0
8412,72.0,46.0,4,1,1,1,1,0,0
8413,9.0,125.0,5,3,5,6,1,0,0
8414,72.0,46.0,4,1,1,1,1,0,0
8415,48.8,34.0,4,1,1,1,1,0,0
8416,48.8,34.0,4,1,1,1,1,0,0
8417,22.0,68.0,4,20,2,3,1,0,0
8418,22.0,68.0,4,4,4,4,1,0,0
8419,14.0,100.0,5,4,4,4,1,0,0
8420,6.113218471734114,61.0,1,2,5,2,1,0,0
8421,5.0,59.0,1,2,3,2,1,0,0
8422,7.2,70.0,1,2,2,1,1,0,0
8423,5.35,77.0,7,3,2,3,1,0,0
8424,5.1,75.0,5,4,4,5,1,0,0
8425,5.3,51.0,4,3,2,3,1,0,0
8426,5.3,51.0,5,3,2,3,1,0,0
8427,2.15,20.0,1,2,2,2,1,0,0
8428,2.15,20.0,1,2,2,2,1,0,0
8429,1.2,80.0,1,1,1,1,1,0,0
8430,9.6,80.0,5,1,1,1,1,0,0
8431,21.0,187.0,6,1,1,1,1,0,0
8432,3.85,36.0,4,1,1,1,1,0,0
8433,9.8,101.02365867867587,1,1,1,1,1,0,0
8434,4.85,40.0,4,1,1,1,1,0,0
8435,9.0,101.02365867867587,1,1,1,1,1,0,0
8436,16.2,95.0,6,4,6,6,1,0,0
8437,2.85,66.0,4,1,1,1,1,0,0
8438,12.5,72.0,1,1,1,1,1,0,0
8439,18.5,56.0,1,1,1,1,1,0,0
8440,10.8,56.0,1,1,1,1,1,0,0
8441,10.3,60.0,1,1,1,1,1,0,0
8442,10.8,68.0,1,1,1,1,1,0,0
8443,12.2,70.4,1,1,1,1,1,0,0
8444,18.5,56.0,1,1,1,1,1,0,0
8445,3.8,120.0,1,1,1,1,1,0,0
8446,12.0,69.3,1,1,1,1,1,0,0
8447,9.5,45.0,1,1,1,1,1,0,0
8448,8.7,58.38,1,1,1,1,1,0,0
8449,7.1,80.0,5,4,4,5,1,0,0
8450,37.0,80.0,1,1,1,1,1,0,0
8451,5.6,68.0,4,3,4,5,1,0,0
8452,26.0,54.0,1,1,1,1,1,0,0
8453,25.0,108.0,1,1,1,1,1,0,0
8454,6.5,1.0,3,1,1,1,1,0,0
8455,22.0,120.0,1,1,1,1,1,0,0
8456,21.0,64.0,1,1,1,1,1,0,0
8457,18.5,84.0,1,1,1,1,1,0,0
8458,4.539,60.0,1,1,1,1,1,0,0
8459,13.5,60.0,1,1,1,1,1,0,0
8460,5.9,79.0,4,1,1,1,1,0,0
8461,46.0,86.0,6,1,1,1,1,0,0
8462,16.5,85.05,1,1,1,1,1,0,0
8463,7.3,60.0,4,4,5,5,1,0,0
8464,16.0,56.0,1,1,1,1,1,0,0
8465,7.8,70.0,4,2,1,1,1,0,0
8466,32.0,68.0,1,1,1,1,1,0,0
8467,9.3,57.0,5,3,3,3,1,0,0
8468,6.7,81.0,5,1,1,1,1,0,0
8469,5.8,100.0,6,2,7,5,1,0,0
8470,15.0,76.5,1,1,1,1,1,0,0
8471,8.0,38.5,1,1,1,1,1,0,0
8472,8.6,1.0,4,3,1,1,1,0,0
8473,15.5,64.0,1,1,1,1,1,0,0
8474,8.35,54.0,6,4,4,4,1,0,0
8475,5.8,48.8,1,1,1,1,1,0,0
8476,7.1,80.0,5,4,4,5,1,0,0
8477,3.8,19.76,1,1,1,1,1,0,0
8478,8.3,60.0,1,1,1,1,1,0,0
8479,15.0,68.0,1,1,1,1,1,0,0
8480,38.0,150.0,1,1,1,1,1,0,0
8481,7.0,65.0,4,2,4,2,1,0,0
8482,7.0,110.0,6,2,4,2,1,0,0
8483,4.8,101.02365867867587,1,1,1,1,1,0,0
8484,4.3,101.02365867867587,1,1,1,1,1,0,0
8485,6.5,101.02365867867587,1,1,1,1,1,0,0
8486,7.6,70.0,1,1,1,1,1,0,0
8487,9.0,101.02365867867587,1,1,1,1,1,0,0
8488,10.0,101.02365867867587,1,1,1,1,1,0,0
8489,9.5,101.02365867867587,1,1,1,1,1,0,0
8490,6.2,40.0,1,1,1,1,1,0,0
8491,6.7,101.02365867867587,1,1,1,1,1,0,0
8492,8.6,45.0,1,1,1,1,1,0,0
8493,5.7,101.02365867867587,1,1,1,1,1,0,0
8494,8.5,101.02365867867587,1,1,1,1,1,0,0
8495,6.5,101.02365867867587,1,1,1,1,1,0,0
8496,5.5,101.02365867867587,1,1,1,1,1,0,0
8497,7.5,101.02365867867587,1,1,1,1,1,0,0
8498,5.5,55.0,1,1,1,1,1,0,0
8499,15.39921028024911,101.02365867867587,1,1,1,1,1,0,0
8500,8.5,101.02365867867587,1,1,1,1,1,0,0
8501,8.5,101.02365867867587,1,1,1,1,1,0,0
8502,5.5,101.02365867867587,1,1,1,1,1,0,0
8503,7.5,50.0,1,1,1,1,1,0,0
8504,6.5,101.02365867867587,1,1,1,1,1,0,0
8505,6.5,101.02365867867587,1,1,1,1,1,0,0
8506,8.5,101.02365867867587,1,1,1,1,1,0,0
8507,7.5,101.02365867867587,1,1,1,1,1,0,0
